ideal,actual,feeling,model,group,octant
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
5.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,dull,gpt4,Asian American,low-arousal negative
3.0,2.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,4.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
4.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
5.0,3.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
4.0,3.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
1.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,lonely,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,4.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
5.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
5.0,4.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
4.0,3.0,happy,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
5.0,3.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,dull,gpt4,Asian American,low-arousal negative
3.0,2.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
1.0,3.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
1.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
5.0,4.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
5.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
5.0,4.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
2.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
1.0,2.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
4.0,3.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
1.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
1.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
4.0,3.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,4.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
3.0,2.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
5.0,4.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,4.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
5.0,3.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
5.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,3.0,hostile,gpt4,Asian American,high-arousal negative
2.0,4.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
4.0,3.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
5.0,4.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,2.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
1.0,2.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.5,3.5,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,2.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
5.0,4.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
5.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
3.0,2.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
1.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,3.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
5.0,4.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
4.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,2.0,dull,gpt4,Asian American,low-arousal negative
2.0,3.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
2.0,3.0,fearful,gpt4,Asian American,high-arousal negative
2.0,2.0,hostile,gpt4,Asian American,high-arousal negative
2.0,4.0,nervous,gpt4,Asian American,high-arousal negative
4.0,3.0,aroused,gpt4,Asian American,high arousal
4.0,3.0,surprised,gpt4,Asian American,high arousal
4.0,3.0,astonished,gpt4,Asian American,high arousal
5.0,4.0,enthusiastic,gpt4,Asian American,high-arousal positive
4.0,3.0,excited,gpt4,Asian American,high-arousal positive
5.0,3.0,strong (elated),gpt4,Asian American,high-arousal positive
4.0,3.0,happy,gpt4,Asian American,positive
4.0,3.0,satisfied,gpt4,Asian American,positive
5.0,4.0,content,gpt4,Asian American,positive
4.0,3.0,calm,gpt4,Asian American,low-arousal positive
4.0,3.0,at rest,gpt4,Asian American,low-arousal positive
5.0,3.0,relaxed,gpt4,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),gpt4,Asian American,low-arousal positive
4.0,3.0,quiet,gpt4,Asian American,low arousal
4.0,3.0,still,gpt4,Asian American,low arousal
4.0,3.0,passive,gpt4,Asian American,low arousal
1.0,3.0,dull,gpt4,Asian American,low-arousal negative
3.0,2.0,sleepy,gpt4,Asian American,low-arousal negative
2.0,3.0,sluggish,gpt4,Asian American,low-arousal negative
2.0,3.0,sad,gpt4,Asian American,negative
2.0,3.0,lonely,gpt4,Asian American,negative
1.0,2.0,unhappy,gpt4,Asian American,negative
